Constituency_Year,SDP,KOK,KESK,PS,VAS,VIHR,RKP,KD,Others,Other party,SKS (2007),SKP,LIB (2007),LIIKE,KaL,Pirate Pty,SEP (1999)
Peräseinäjoki -05_1987,187,508,1265,267,134,13,8,99,0,74,0,0,18,0,0,0,22
Peräseinäjoki -05_1991,170,366,1395,213,133,28,9,79,0,2,0,0,9,0,0,0,19
Peräseinäjoki -05_1995,257,334,1363,102,132,31,5,92,0,5,15,0,2,0,5,0,4
Peräseinäjoki -05_1999,204,333,1216,135,90,10,7,114,5,0,0,5,1,0,21,0,0
Peräseinäjoki -05_2003,250,295,1127,138,81,15,5,135,0,0,0,3,1,0,8,0,0
Petäjävesi_1983,607,287,654,340,290,0,12,100,18,4,0,0,0,0,0,0,0
Petäjävesi_1987,508,352,557,284,225,40,10,122,0,84,0,0,10,0,0,0,20
Petäjävesi_1991,426,221,759,250,214,77,0,167,0,1,0,0,11,0,0,0,0
Petäjävesi_1995,488,249,750,26,218,88,0,202,0,8,17,0,10,0,12,0,0
Petäjävesi_1999,367,216,693,6,160,57,5,480,0,0,22,14,3,0,4,0,0
Petäjävesi_2003,376,176,715,3,155,74,0,421,0,0,0,14,1,0,4,0,0
Petäjävesi_2007,388,254,712,58,99,74,0,335,0,0,0,17,0,0,7,0,0
Petäjävesi_2011,327,252,624,481,121,109,0,175,0,0,0,2,0,0,1,12,0
Petäjävesi_2015,369,185,721,522,104,116,0,88,1,0,0,3,0,0,17,8,0
Petäjävesi_2019,367,179,547,469,120,154,0,131,56,0,0,1,0,0,0,9,0
Petäjävesi_2023,501,203,416,509,64,102,7,154,0,0,0,1,0,30,0,2,0
Pieksämäen mlk -04_1983,1004,457,1325,732,212,0,0,183,0,0,0,0,0,0,0,0,0
Pieksämäen mlk -04_1987,770,397,1581,707,131,31,0,132,0,41,0,0,18,0,0,0,22
Pieksämäen mlk -04_1991,800,365,1639,332,104,142,0,169,1,7,0,0,3,0,0,0,9
Pieksämäen mlk -04_1995,1135,296,1058,595,80,120,0,127,0,10,37,0,2,0,9,0,2
Pieksämäen mlk -04_1999,965,242,1544,8,87,137,0,147,7,0,0,10,0,0,4,0,8
Pieksämäen mlk -04_2003,960,200,1582,11,112,63,0,166,0,0,0,13,0,0,13,0,0
Pieksämäki_1983,3220,1730,740,1891,371,0,0,301,0,0,0,0,0,0,0,0,0
Pieksämäki_1987,2708,1424,1604,1723,284,92,0,211,0,75,0,0,40,0,0,0,42
Pieksämäki_1991,2696,1356,1580,546,295,420,0,307,0,11,0,0,4,0,0,0,28
Pieksämäki_1995,3501,943,661,1415,179,192,0,238,0,17,65,0,6,0,22,0,4
Pieksämäki_1999,2934,829,1814,18,191,308,0,291,16,0,0,13,0,0,5,0,22
Pieksämäki_2003,2868,792,1645,22,291,171,0,431,0,0,0,28,1,0,59,0,0
Pieksämäki_2007,3427,1305,3928,370,243,383,0,349,0,0,0,20,0,0,11,0,0
Pieksämäki_2011,2432,1247,2935,2253,450,444,0,416,0,0,0,3,0,0,19,31,0
Pieksämäki_2015,2158,968,3172,1377,441,631,12,448,119,0,0,11,0,0,20,31,0
Pieksämäki_2019,2258,827,2485,1702,574,613,0,390,102,0,0,3,0,0,0,20,0
Pieksämäki_2023,1792,1422,1570,1836,507,604,7,440,0,0,0,5,0,206,0,0,0
Pielavesi_1983,406,351,1906,695,1172,0,0,67,0,4,0,0,0,0,0,0,0
Pielavesi_1987,314,320,1748,609,1008,60,0,71,11,96,0,0,25,0,0,0,14
Pielavesi_1991,264,236,1878,324,976,109,0,68,0,6,0,0,2,0,0,0,0
Pielavesi_1995,306,197,1656,133,1119,93,0,58,0,0,29,0,2,0,18,0,0
Pielavesi_1999,232,196,1626,128,919,54,0,58,0,0,7,30,1,0,16,0,0
Pielavesi_2003,339,127,1950,27,406,46,0,122,0,0,0,20,2,0,7,0,0
Pielavesi_2007,188,154,1653,102,706,31,0,107,0,0,2,8,0,0,1,0,0
Pielavesi_2011,249,153,1302,667,238,52,0,72,0,0,0,7,0,0,3,0,0
Pielavesi_2015,216,116,1385,539,162,41,0,148,0,0,0,14,0,0,10,10,0
Pielavesi_2019,215,159,893,457,189,65,0,168,18,0,0,0,0,0,0,3,0
Pielavesi_2023,240,177,883,532,158,30,3,241,0,0,0,1,0,25,0,1,0
Pietarsaari_1983,4133,694,372,344,2228,0,4087,472,0,0,0,0,0,0,0,0,0
Pietarsaari_1987,3738,567,478,122,1639,247,4669,240,0,565,0,0,6,0,0,0,78
Pietarsaari_1991,3307,380,1026,136,1728,428,4086,340,75,75,0,0,49,0,0,0,16
Pietarsaari_1995,3403,319,656,49,1987,189,4140,423,0,61,64,0,15,0,18,0,4
Pietarsaari_1999,2355,399,434,100,2008,226,4673,674,14,0,0,27,8,0,12,0,0
Pietarsaari_2003,2809,568,549,95,1320,225,3867,1394,0,0,0,145,2,0,9,0,0
Pietarsaari_2007,2219,439,648,260,1074,155,4802,1112,0,0,0,21,0,0,18,0,0
Pietarsaari_2011,2349,344,478,1624,671,127,4542,947,57,0,0,16,0,0,10,24,0
Pietarsaari_2015,1852,438,421,1032,850,205,4948,949,28,0,0,12,0,0,36,25,0
Pietarsaari_2019,1944,290,260,971,939,346,5048,930,1,0,0,3,0,0,2,17,0
Pietarsaari_2023,1903,380,238,1249,432,289,4484,1048,0,0,0,7,0,92,2,0,0
Pihtipudas_1983,959,420,1508,229,418,0,3,62,31,6,0,0,0,0,0,0,0
Pihtipudas_1987,862,393,1443,222,307,60,2,39,0,55,0,0,9,0,0,0,17
Pihtipudas_1991,634,193,1865,135,242,67,0,53,0,1,0,0,2,0,0,0,0
Pihtipudas_1995,653,165,1354,9,460,58,0,173,0,12,23,0,2,0,17,0,0
Pihtipudas_1999,448,175,1296,3,597,27,1,125,0,0,15,7,0,0,0,0,0
Pihtipudas_2003,491,122,1599,4,182,29,0,106,0,0,0,16,3,0,3,0,0
Pihtipudas_2007,520,495,1146,47,134,32,0,88,0,0,0,10,1,0,2,0,0
Pihtipudas_2011,530,320,894,337,120,28,0,59,0,0,0,4,0,0,0,3,0
Pihtipudas_2015,691,136,1050,341,84,17,0,22,0,0,0,1,0,0,2,4,0
Pihtipudas_2019,391,126,862,450,130,49,0,52,17,0,0,2,0,0,0,3,0
Pihtipudas_2023,389,98,992,407,53,30,1,72,0,0,0,1,0,11,0,0,0
Piikkiö -09_1983,823,774,469,588,512,0,36,131,49,2,0,0,0,0,0,0,0
Piikkiö -09_1987,683,813,501,415,361,73,52,71,1,230,0,0,13,0,0,0,48
Piikkiö -09_1991,714,746,794,233,447,114,31,117,10,22,0,0,13,0,0,0,15
Piikkiö -09_1995,1011,805,455,39,515,176,35,91,46,6,188,0,6,0,44,0,0
Piikkiö -09_1999,709,953,587,9,420,219,42,100,105,0,28,14,0,0,6,0,0
Piikkiö -09_2003,834,1034,583,13,436,223,30,260,1,0,52,8,4,0,14,0,0
Piikkiö -09_2007,743,1108,564,95,465,314,68,286,7,0,46,3,2,0,1,0,0
Piippola -09_1983,208,105,409,152,88,0,0,7,0,0,0,0,0,0,0,0,0
Piippola -09_1987,181,85,440,73,58,14,0,9,0,13,0,0,1,0,0,0,10
Piippola -09_1991,165,37,484,31,47,26,0,8,0,1,0,0,14,0,0,0,0
Piippola -09_1995,158,37,383,12,27,22,0,9,30,0,9,0,8,0,5,0,0
Piippola -09_1999,125,25,412,7,31,14,0,7,0,0,1,13,2,0,8,0,2
Piippola -09_2003,110,17,432,5,32,22,0,19,0,0,0,4,0,0,12,0,0
Piippola -09_2007,88,25,358,40,46,29,0,12,0,0,0,3,0,0,7,0,0
Pirkkala_1983,1870,1939,266,512,946,0,0,297,127,4,0,0,0,0,0,0,0
Pirkkala_1987,1566,2255,353,392,433,357,0,134,0,581,0,0,153,0,0,0,64
Pirkkala_1991,1415,1730,688,600,817,489,0,219,0,25,0,0,66,0,0,0,23
Pirkkala_1995,1802,1646,613,12,1018,382,0,160,94,9,144,0,116,0,42,0,30
Pirkkala_1999,1470,1910,644,12,1031,573,0,272,4,0,84,23,57,0,18,0,23
Pirkkala_2003,1869,2198,958,23,875,722,0,400,0,0,14,100,18,0,16,0,0
Pirkkala_2007,1713,2573,1160,306,736,897,0,431,0,0,2,41,23,0,0,0,0
Pirkkala_2011,1974,3216,628,1871,548,951,0,396,0,0,0,40,0,0,6,55,0
Pirkkala_2015,2015,2929,1280,1732,588,1034,0,519,90,0,0,12,0,0,71,82,0
Pirkkala_2019,2577,2965,620,1849,522,1331,15,636,360,0,0,8,0,0,16,31,0
Pirkkala_2023,3108,3495,529,2222,398,861,31,733,2,0,0,6,0,413,2,12,0
Pohja -09_1983,1711,195,92,164,550,0,660,19,41,1,0,0,0,0,0,0,0
Pohja -09_1987,1492,170,86,93,271,91,710,29,31,153,0,0,19,0,0,0,32
Pohja -09_1991,1045,122,196,58,312,174,753,14,120,16,0,0,14,0,0,0,7
Pohja -09_1995,1446,102,100,2,408,128,564,13,31,5,40,0,1,0,15,0,2
Pohja -09_1999,909,119,125,3,412,106,752,23,1,0,17,81,1,0,2,0,4
Pohja -09_2003,1082,138,172,14,321,236,542,42,0,0,1,74,4,0,5,0,0
Pohja -09_2007,1046,221,146,89,185,244,518,32,2,0,0,69,0,0,2,0,0
Polvijärvi_1983,920,315,1722,484,204,0,0,180,0,2,0,0,0,0,0,0,0
Polvijärvi_1987,814,265,1651,437,111,29,0,140,42,65,0,0,35,0,0,0,6
Polvijärvi_1991,758,185,1748,214,79,85,0,232,0,26,0,0,11,0,0,0,5
Polvijärvi_1995,1101,132,1441,83,82,78,0,290,3,8,10,0,14,0,35,0,0
Polvijärvi_1999,933,108,1352,59,87,54,0,248,0,0,65,4,9,0,25,0,2
Polvijärvi_2003,628,82,1549,36,83,198,0,142,0,0,0,11,15,0,4,0,0
Polvijärvi_2007,636,134,1185,134,21,301,0,117,0,0,0,6,0,0,7,0,0
Polvijärvi_2011,487,148,1056,636,53,88,0,74,0,0,0,5,0,0,8,3,0
Polvijärvi_2015,337,107,1168,561,47,72,0,144,0,0,0,0,0,0,12,7,0
Polvijärvi_2019,427,101,892,523,67,102,0,138,13,0,0,2,0,0,2,8,0
Polvijärvi_2023,406,131,767,603,48,44,1,200,0,0,0,0,0,21,0,0,0
Pomarkku_1983,421,340,446,235,404,0,0,73,0,0,0,0,0,0,0,0,0
Pomarkku_1987,300,333,583,129,395,22,0,24,0,60,0,0,1,0,0,0,19
Pomarkku_1991,286,265,574,152,330,49,0,28,0,1,0,0,1,0,0,0,13
Pomarkku_1995,394,191,552,122,313,36,0,49,4,0,7,0,6,0,5,0,2
Pomarkku_1999,304,229,548,14,278,20,0,75,9,0,0,7,0,0,0,0,0
Pomarkku_2003,291,169,638,17,261,18,0,69,0,0,0,18,1,0,5,0,0
Pomarkku_2007,252,187,506,128,248,18,0,48,0,0,1,18,0,0,5,0,0
Pomarkku_2011,194,189,395,347,195,12,0,74,0,0,0,5,0,0,1,0,0
Pomarkku_2015,161,139,465,327,92,13,7,55,0,0,0,1,0,0,32,0,0
Pomarkku_2019,246,122,337,391,88,26,2,52,4,0,0,2,0,0,0,1,0
Pomarkku_2023,213,133,271,439,68,11,4,48,0,0,0,0,0,14,0,0,0
Pori_1983,15764,12914,2498,4920,12380,0,0,1403,276,0,0,0,0,0,0,0,0
Pori_1987,13231,13631,2085,2681,9265,1987,0,543,0,2518,0,0,184,0,0,0,1128
Pori_1991,13656,10414,4547,1540,8958,2656,0,713,0,122,0,0,151,0,0,0,511
Pori_1995,17212,9831,3600,448,8907,1989,0,1165,270,82,334,0,64,0,187,0,76
Pori_1999,13070,9485,4989,101,9142,1613,0,1472,228,0,0,260,0,0,29,0,0
Pori_2003,13570,7927,6608,440,8446,2161,0,1399,0,0,0,117,63,0,130,0,0
Pori_2007,12687,10521,5868,1668,7049,1725,0,890,0,0,24,161,0,0,94,0,0
Pori_2011,10714,9422,4013,11646,6519,2592,0,1369,0,0,0,66,0,0,62,0,0
Pori_2015,10245,8525,5975,12483,5875,1737,201,1407,0,0,0,77,0,0,187,186,0
Pori_2019,11611,8367,4554,11997,6150,4023,86,1301,192,0,0,107,0,0,0,128,0
Pori_2023,11080,9309,3557,11911,5383,1754,208,1704,0,0,0,0,0,1238,0,41,0
Pornainen_1983,395,344,435,140,113,0,16,24,22,2,0,0,0,0,0,0,0
Pornainen_1987,369,346,460,106,73,49,17,22,32,37,0,0,14,0,0,0,10
Pornainen_1991,343,323,571,51,73,96,39,28,7,12,0,0,11,0,0,0,4
Pornainen_1995,689,238,558,15,113,91,33,30,45,8,39,0,0,0,11,0,4
Pornainen_1999,391,317,563,6,138,124,20,42,3,0,9,4,1,0,5,0,2
Pornainen_2003,686,319,659,25,115,171,23,52,2,0,0,3,16,0,5,0,0
Pornainen_2007,551,441,715,139,112,157,29,58,2,0,0,7,1,0,5,0,0
Pornainen_2011,564,510,448,629,89,134,36,39,2,0,0,3,0,0,5,5,0
Pornainen_2015,438,433,663,694,74,171,71,44,6,0,0,2,0,0,7,26,0
Pornainen_2019,465,396,459,646,92,244,52,53,154,0,0,2,0,0,4,18,0
Pornainen_2023,541,491,358,925,76,104,43,90,1,0,0,1,0,137,0,3,0
Porvoo -97_1983,3890,2065,343,658,778,0,3338,222,281,11,0,0,0,0,0,0,0
Porvoo -97_1987,3445,1765,325,298,447,534,3782,217,146,233,0,0,120,0,0,0,95
Porvoo -97_1991,2609,1520,760,213,443,721,3771,221,35,56,0,0,71,0,0,0,40
Porvoo -97_1995,3824,1301,371,29,633,697,3493,174,58,132,298,0,17,0,34,0,11
Porvoo_1999,6320,3109,1575,47,1252,1525,6459,500,6,0,176,79,18,0,47,0,67
Porvoo_2003,6856,2844,2363,175,1648,1805,7268,598,126,0,10,57,134,0,61,0,0
Porvoo_2007,4854,4361,2321,1702,1470,2278,7020,550,15,0,0,53,5,0,33,0,0
Porvoo_2011,5043,4730,1392,4323,1242,2012,6610,575,22,0,0,41,0,0,37,117,0
Porvoo_2015,4220,4064,2887,3869,1101,2094,7218,481,8,0,0,40,0,0,100,180,0
Porvoo_2019,5204,3377,1723,3381,1287,2941,7167,639,1181,0,0,54,0,0,50,134,0
Porvoo_2023,5605,5202,1054,4142,1369,1496,7036,709,10,0,0,17,0,1221,3,24,0
Porvoon mlk -97_1983,3655,1190,647,793,955,0,3471,171,188,8,0,0,0,0,0,0,0
Porvoon mlk -97_1987,3245,1168,654,380,655,467,3788,162,124,331,0,0,100,0,0,0,79
Porvoon mlk -97_1991,2298,1146,1192,295,621,631,3850,173,36,55,0,0,44,0,0,0,37
Porvoon mlk -97_1995,3818,999,772,43,791,641,3752,109,78,90,327,0,9,0,64,0,20
Posio_1983,299,310,2434,108,393,0,0,48,109,3,0,0,0,0,0,0,0
Posio_1987,227,626,2019,104,325,39,0,39,0,165,0,0,1,0,0,0,28
Posio_1991,199,245,2386,26,310,63,0,28,30,4,0,0,2,0,0,0,12
Posio_1995,258,124,2240,9,358,33,0,17,2,0,23,0,3,0,6,0,0
Posio_1999,184,120,2007,3,440,19,5,22,15,0,0,1,0,0,2,0,0
Posio_2003,173,118,1863,3,380,18,8,20,0,0,0,6,1,0,14,0,0
Posio_2007,135,135,1594,76,333,13,0,31,0,0,0,2,0,0,0,0,0
Posio_2011,134,147,1217,401,205,19,3,33,0,0,0,2,0,0,0,0,0
Posio_2015,122,97,1389,254,154,17,4,40,0,0,0,1,0,0,1,8,0
Posio_2019,224,92,1009,213,151,81,4,20,22,0,0,2,0,0,0,2,0
Posio_2023,230,88,822,441,78,31,3,16,7,0,0,5,0,5,0,0,0
Pudasjärvi_1983,560,598,3096,1212,1125,0,0,78,0,2,0,0,0,0,0,0,0
Pudasjärvi_1987,531,469,3749,681,709,146,0,17,0,130,0,0,10,0,0,0,63
Pudasjärvi_1991,342,359,3914,270,636,177,0,21,0,25,0,0,126,0,0,0,0
Pudasjärvi_1995,275,352,3472,128,1235,132,0,11,28,0,29,0,43,0,39,0,0
Pudasjärvi_1999,206,253,2940,41,1271,108,0,25,0,0,20,21,7,0,21,0,7
Pudasjärvi_2003,294,148,3405,19,996,107,7,64,0,0,0,8,2,0,61,0,0
Pudasjärvi_2007,477,169,3108,78,466,147,0,50,0,0,1,7,0,0,6,0,0
Pudasjärvi_2011,217,190,1836,1428,475,108,5,58,1,0,0,5,0,0,2,5,0
Pudasjärvi_2015,212,240,2219,1144,388,130,15,17,0,0,0,7,0,0,5,6,0
Pudasjärvi_2019,334,172,2042,863,310,160,3,44,51,0,0,1,0,0,3,8,0
Pudasjärvi_2023,288,179,1964,979,208,55,4,78,0,0,0,3,0,55,0,0,0
Pukkila_1983,153,278,346,147,44,0,6,24,6,3,0,0,0,0,0,0,0
Pukkila_1987,111,301,330,74,31,14,2,15,74,9,0,0,2,0,0,0,6
Pukkila_1991,94,218,454,49,29,36,11,13,1,2,0,0,6,0,0,0,2
Pukkila_1995,175,171,393,17,47,46,20,8,2,7,25,0,2,0,12,0,3
Pukkila_1999,103,169,401,21,40,41,10,14,3,0,6,5,0,0,8,0,5
Pukkila_2003,166,195,410,6,52,62,7,27,4,0,1,2,7,0,7,0,0
Pukkila_2007,142,201,376,58,43,74,7,34,1,0,0,4,0,0,3,0,0
Pukkila_2011,114,152,422,236,35,43,3,13,0,0,0,1,0,0,1,0,0
Pukkila_2015,92,105,511,192,29,44,18,23,2,0,0,3,0,0,6,3,0
Pukkila_2019,121,108,300,238,35,61,9,18,39,0,0,2,0,0,3,3,0
Pukkila_2023,120,181,215,305,22,35,11,16,0,0,0,3,0,41,0,0,0
Pulkkila -09_1983,96,150,589,135,304,0,0,23,0,3,0,0,0,0,0,0,0
Pulkkila -09_1987,90,137,544,98,228,34,0,14,0,64,0,0,7,0,0,0,18
Pulkkila -09_1991,75,100,668,41,220,28,0,5,0,7,0,0,20,0,0,0,0
Pulkkila -09_1995,95,75,541,19,181,34,0,10,49,0,15,0,12,0,14,0,0
Pulkkila -09_1999,72,48,688,4,153,17,0,17,0,0,2,23,1,0,9,0,0
Pulkkila -09_2003,75,26,693,3,130,15,0,16,1,0,0,7,1,0,12,0,0
Pulkkila -09_2007,60,39,595,30,116,17,0,13,0,0,0,1,0,0,4,0,0
Punkaharju -13_1983,1046,426,973,232,107,0,0,135,0,0,0,0,0,0,0,0,0
Punkaharju -13_1987,867,324,1061,185,54,59,0,100,0,38,0,0,26,0,0,0,15
Punkaharju -13_1991,866,285,1016,93,52,111,0,108,1,2,0,0,3,0,0,0,5
Punkaharju -13_1995,981,254,863,34,48,135,0,104,0,5,49,0,0,0,11,0,2
Punkaharju -13_1999,679,230,1088,3,37,81,0,142,1,0,0,4,0,0,5,0,6
Punkaharju -13_2003,695,175,1182,16,39,66,0,86,0,0,0,17,5,0,4,0,0
Punkaharju -13_2007,501,220,918,44,28,237,0,82,0,0,0,7,0,0,2,0,0
Punkaharju -13_2011,582,193,565,360,35,183,0,97,0,0,0,0,0,0,4,3,0
Punkalaidun_1983,642,626,1122,355,421,0,0,33,1,0,0,0,0,0,0,0,0
Punkalaidun_1987,506,566,1176,254,317,38,0,12,0,42,0,0,7,0,0,0,23
Punkalaidun_1991,430,426,1180,251,279,57,0,15,0,3,0,0,0,0,0,0,9
Punkalaidun_1995,474,296,1248,144,248,46,0,28,29,2,24,0,7,0,18,0,5
Punkalaidun_1999,362,356,916,207,227,27,0,41,5,0,0,4,0,0,3,0,0
Punkalaidun_2003,379,289,993,75,187,36,0,42,0,0,0,2,3,0,2,0,0
Punkalaidun_2007,295,404,668,334,143,32,0,26,0,0,46,10,2,0,0,0,0
Punkalaidun_2011,182,289,488,837,87,46,0,17,0,0,0,6,0,0,3,9,0
Punkalaidun_2015,199,216,504,802,76,34,0,24,1,0,0,0,0,0,12,3,0
Punkalaidun_2019,351,242,482,289,71,35,2,32,13,0,0,5,0,0,5,1,0
Punkalaidun_2023,270,283,640,319,48,19,3,35,0,0,0,1,0,12,0,0,0
Puolanka_1983,255,194,1469,198,1012,0,0,69,0,0,0,0,0,0,0,0,0
Puolanka_1987,153,176,1254,197,761,59,0,59,0,101,0,0,0,0,0,0,37
Puolanka_1991,118,103,1593,65,528,56,0,53,0,9,0,0,18,0,0,0,0
Puolanka_1995,151,89,974,12,609,78,0,34,20,0,12,0,117,0,93,0,0
Puolanka_1999,67,115,1017,24,480,31,0,28,0,0,9,18,0,0,149,0,3
Puolanka_2003,110,87,1113,10,376,29,7,52,0,0,0,14,4,0,15,0,0
Puolanka_2007,78,98,880,68,445,28,0,51,0,0,4,4,0,0,7,0,0
Puolanka_2011,62,86,675,391,352,33,0,40,0,0,0,3,0,0,2,1,0
Puolanka_2015,83,30,1040,194,193,29,3,19,0,0,0,2,0,0,4,2,0
Puolanka_2019,95,62,612,256,265,50,1,26,19,0,0,1,0,0,0,2,0
Puolanka_2023,108,72,510,343,178,25,3,45,0,0,0,4,0,11,0,0,0
Puumala_1983,620,452,975,201,50,0,0,115,0,0,0,0,0,0,0,0,0
Puumala_1987,532,409,934,159,34,44,0,98,0,11,0,0,10,0,0,0,13
Puumala_1991,480,267,950,68,25,78,0,117,0,3,0,0,3,0,0,0,8
Puumala_1995,560,247,837,24,45,78,0,88,0,7,14,0,3,0,19,0,3
Puumala_1999,345,260,781,3,31,66,0,139,6,0,0,3,0,0,18,0,5
Puumala_2003,398,203,876,9,20,49,0,86,0,0,0,8,2,0,20,0,0
Puumala_2007,358,263,713,55,25,76,0,62,0,0,0,3,0,0,8,0,0
Puumala_2011,284,233,544,298,13,75,0,56,0,0,0,0,0,0,3,3,0
Puumala_2015,208,174,656,237,18,52,2,52,0,0,0,1,0,0,8,3,0
Puumala_2019,148,105,968,142,24,51,0,70,5,0,0,1,0,0,0,1,0
Puumala_2023,217,245,434,295,21,47,2,70,0,0,0,3,0,24,0,0,0
Pyhtää_1983,1162,665,462,312,359,0,229,109,22,0,0,0,0,0,0,0,0
Pyhtää_1987,1129,688,516,131,194,80,242,95,4,129,0,0,6,0,0,0,25
Pyhtää_1991,989,607,783,47,290,151,0,92,0,0,0,0,17,0,0,0,8
Pyhtää_1995,1062,626,594,3,486,177,0,59,16,0,45,0,7,0,9,0,0
Pyhtää_1999,903,663,563,3,358,125,0,99,2,0,0,15,1,0,0,0,0
Pyhtää_2003,816,673,617,11,342,138,0,97,0,0,0,17,2,0,3,0,0
Pyhtää_2007,675,528,686,147,328,167,0,134,3,0,0,5,0,0,4,0,0
Pyhtää_2011,654,582,417,690,241,126,0,96,0,0,0,0,0,0,4,6,0
Pyhtää_2015,670,570,475,628,116,124,91,81,1,0,0,3,0,0,13,12,0
Pyhtää_2019,703,529,430,561,164,199,0,69,68,0,0,1,0,0,2,10,0
Pyhtää_2023,601,726,342,662,105,98,67,71,0,0,0,4,0,41,0,0,0
Pyhäjoki_1983,131,123,1441,167,380,0,0,52,0,0,0,0,0,0,0,0,0
Pyhäjoki_1987,90,112,1219,107,384,59,0,47,0,51,0,0,5,0,0,0,24
Pyhäjoki_1991,80,95,1317,41,346,83,0,54,0,5,0,0,30,0,0,0,0
Pyhäjoki_1995,175,102,1129,8,255,93,0,41,120,0,5,0,21,0,110,0,0
Pyhäjoki_1999,164,113,1030,3,316,52,0,29,0,0,1,74,1,0,256,0,0
Pyhäjoki_2003,130,80,1047,12,287,44,3,42,0,0,0,15,1,0,269,0,0
Pyhäjoki_2007,112,111,955,14,294,44,0,60,0,0,0,2,0,0,262,0,0
Pyhäjoki_2011,106,95,827,283,291,166,2,117,0,0,0,1,0,0,4,4,0
Pyhäjoki_2015,76,76,961,209,221,194,7,17,0,0,0,0,0,0,45,7,0
Pyhäjoki_2019,111,81,746,323,251,77,1,47,88,0,0,0,0,0,3,5,0
Pyhäjoki_2023,163,93,651,434,138,39,3,39,0,0,0,1,0,12,0,0,0
Pyhäjärvi_1983,814,400,2086,551,910,0,0,109,0,4,0,0,0,0,0,0,0
Pyhäjärvi_1987,1253,416,1641,293,554,66,0,65,0,213,0,0,54,0,0,0,37
Pyhäjärvi_1991,848,302,2142,112,563,91,0,122,0,13,0,0,43,0,0,0,0
Pyhäjärvi_1995,1249,215,1664,34,467,75,0,85,54,0,25,0,50,0,57,0,0
Pyhäjärvi_1999,682,138,1434,625,469,69,0,80,0,0,7,63,18,0,19,0,1
Pyhäjärvi_2003,483,395,1766,7,502,54,4,138,0,0,0,19,5,0,28,0,0
Pyhäjärvi_2007,433,179,1668,154,396,80,0,114,0,0,3,12,0,0,20,0,0
Pyhäjärvi_2011,730,120,1193,628,225,50,1,114,0,0,0,6,0,0,2,10,0
Pyhäjärvi_2015,253,106,1448,574,248,65,54,63,0,0,0,5,0,0,14,8,0
Pyhäjärvi_2019,223,98,960,478,787,62,1,98,39,0,0,1,0,0,0,8,0
Pyhäjärvi_2023,220,109,739,729,595,26,13,99,0,0,0,3,0,13,0,0,0
Pyhäntä_1983,99,88,567,138,124,0,0,24,0,0,0,0,0,0,0,0,0
Pyhäntä_1987,104,102,589,115,109,17,0,11,0,20,0,0,1,0,0,0,16
Pyhäntä_1991,64,85,676,49,74,31,0,11,0,2,0,0,15,0,0,0,0
Pyhäntä_1995,115,56,606,38,61,24,0,6,15,0,9,0,18,0,13,0,0
Pyhäntä_1999,71,60,612,22,69,22,0,11,0,0,4,24,2,0,6,0,3
Pyhäntä_2003,56,43,610,12,55,28,4,17,0,0,0,6,2,0,11,0,0
Pyhäntä_2007,56,52,514,47,63,22,0,10,0,0,0,2,0,0,4,0,0
Pyhäntä_2011,43,49,428,176,49,19,0,22,0,0,0,0,0,0,1,0,0
Pyhäntä_2015,83,46,543,126,35,5,0,1,0,0,0,3,0,0,1,4,0
Pyhäntä_2019,108,41,366,169,39,22,0,16,31,0,0,2,0,0,1,4,0
Pyhäntä_2023,62,59,334,262,43,14,1,19,0,0,0,0,0,6,0,0,0
Pyhäranta_1983,409,263,322,244,73,0,4,57,7,1,0,0,0,0,0,0,0
Pyhäranta_1987,363,284,292,185,57,18,8,28,1,26,0,0,1,0,0,0,64
Pyhäranta_1991,319,207,413,79,64,42,5,34,1,12,0,0,2,0,0,0,5
Pyhäranta_1995,410,260,333,19,77,57,2,39,10,2,43,0,0,0,4,0,0
Pyhäranta_1999,373,239,337,10,44,48,13,37,9,0,2,9,0,0,6,0,0
Pyhäranta_2003,441,280,324,11,38,38,2,57,0,0,6,7,2,0,6,0,0
Pyhäranta_2007,366,227,316,71,65,34,9,72,1,0,7,1,0,0,4,0,0
Pyhäranta_2011,285,205,226,384,39,45,3,44,0,0,0,5,0,0,2,5,0
Pyhäranta_2015,219,170,331,309,34,39,3,38,0,0,0,2,0,0,16,3,0
Pyhäranta_2019,272,155,194,338,97,33,8,35,22,0,0,0,0,0,6,3,0
Pyhäranta_2023,245,150,194,358,49,24,3,33,0,0,0,1,0,33,0,0,0
Pyhäselkä -09_1983,639,562,943,472,178,0,0,160,0,15,0,0,0,0,0,0,0
Pyhäselkä -09_1987,583,498,977,471,116,39,0,121,45,52,0,0,23,0,0,0,9
Pyhäselkä -09_1991,640,332,1326,271,110,115,0,184,0,24,0,0,15,0,0,0,7
Pyhäselkä -09_1995,1004,399,1127,99,135,138,0,244,1,5,36,0,8,0,27,0,0
Pyhäselkä -09_1999,1029,387,1068,57,114,124,0,221,0,0,90,9,0,0,22,0,2
Pyhäselkä -09_2003,1064,397,1356,25,68,164,0,194,0,0,0,15,1,0,9,0,0
Pyhäselkä -09_2007,1004,380,1232,89,32,354,0,237,0,0,0,16,0,0,9,0,0
Pylkönmäki -09_1983,208,63,411,92,79,0,0,43,6,0,0,0,0,0,0,0,0
Pylkönmäki -09_1987,111,65,264,283,35,10,0,16,0,32,0,0,0,0,0,0,3
Pylkönmäki -09_1991,93,20,398,172,56,17,0,27,0,0,0,0,0,0,0,0,0
