'Ehdokasnumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0084';'Satu';'Taavitsainen';'sosionomi AMK, toiminnanjohtaja';'Kaakkois-Suomen vaalipiiri';'SDP';'19.06.2015';'21.06.2015';'Sukanvarsi ry';'39427,60';'12447,24';'0';'9087,96';'1089,76';'1121';'1002';'5716,80';'4058,40';'2231,10';'960';'1713,34';'39427,60';'6295,85';'0';'7765';' ';'Sain 53 yksityishenkilöltä rahallisen lahjoituksen ja Sukanvarsi ry myi pikkulintujen ruokinta-automaatteja varoja kerätäkseen,';'615';'X';'';'0';' ';'';'500';'X';'';'24251,75';' ';'';'0';''
'0106';'Juho';'Eerola';'kansanedustaja';'Kaakkois-Suomen vaalipiiri';'PS';'01.06.2015';'';'';'7220';'2220';'1200';'';'';'';'';'3000';'';'800';'';'';'7220';'4000';'';'220';'X';'';'';' ';'';'2500';' ';'';'500';'X';'';'';'X';'';'';''
'0118';'Kaj';'Turunen';'kansanedustaja, yrittäjä';'Kaakkois-Suomen vaalipiiri';'PS';'16.06.2015';'';'Kaj Turusen kannatusyhdistys';'22273,33';'8759,23';'1722,36';'0';'1554,67';'0';'5976,80';'2085,40';'0';'377,97';'848,90';'948,00';'22273,33';'10992,79';'0';'1370,00';'X';'';'3300,00';'X';'';'0';'X';'';'0';'X';'';'6610,54';'X';'';'0';''
'0110';'Markku';'Eestilä';'kansanedustaja, eläinlääkäri';'Savo-Karjalan vaalipiiri';'KOK';'04.06.2015';'04.06.2015';'';'70970';'39992';'850';'8000';'1630';'';'2170';'14357';'3201';'500';'';'300';'70970';'49800';'';'12500';' ';'';'3700';'X';'';'';'X';'';'5000';' ';'';'';'X';'';'';''
'0119';'Sari';'Raassina';'hankejohtaja, syöpätautien erikoislääkäri';'Savo-Karjalan vaalipiiri';'KOK';'21.06.2015';'';'Itä-Suomen Veturi ry';'35129,49';'15923,94';'0';'6973,76';'291,79';'0';'4535';'5267,7';'89,9';'874,8';'152,6';'1020';'35219';'32519';'0';'1700';'X';'';'1000';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0120';'Pekka';'Ravi';'kansanedustaja, rehtori';'Savo-Karjalan vaalipiiri';'KOK';'17.06.2015';'22.06.2015';'Pekka Ravin tukiryhmä';'64368,46';'24796,62';'1250,20';'9882,8';'154,2';'';'';'2395,93';'7123,8';'6450,96';'';'12313,95';'65757';'';'';'6200';'X';'';'48482';' ';'';'';' ';'';'';' ';'';'11075';'X';'';'';''
'0006';'Kimmo';'Kivelä';'kansanedustaja, rovasti';'Savo-Karjalan vaalipiiri';'PS';'18.06.2015';'10.09.2015';'';'34730,06';'16338,77';'1736';'';'';'';'1416,70';'13474,62';'';'1263,97';'';'500';'34730,06';'17601,06';'14000';'130';'X';'';'1499';'X';'';'';'X';'';'1500';' ';'';'';'X';'';'';''
'0010';'Kari';'Kulmala';'ylikonstaapeli';'Savo-Karjalan vaalipiiri';'PS';'20.06.2015';'18.10.2015';'Kari Kulmalan eduskuntavaalin 2015 tukiryhmä';'18923';'6417,25';'';'2470,08';'';'';'1444,12';'1290';'200';'506,26';'';'6595,29';'18923';'4574';'10000';'2349';'X';'';'';' ';'';'';' ';'';'2000';' ';'';'';' ';'';'';'Muut kulut; 6080,82 euroa ovat polttoainekuluja sekä matkailuauton hankkimisesta ja käytöstä johtuvia kuluja.'
'0026';'Krista';'Mikkonen';'FM';'Savo-Karjalan vaalipiiri';'VIHR';'18.06.2015';'';'';'27593,37';'10663,43';'1351,60';'0,00';'1024,11';'0,00';'9274,00';'1736,22';'504,68';'1362,80';'245,48';'1431,05';'27593,37';'18205,23';'';'9139,47';' ';'';'';'X';'';'';'X';'';'248,67';'X';'';'';'X';'';'';''
'0092';'Seppo';'Kääriäinen';'kansanedustaja, valtiotieteiden tohtori';'Savo-Karjalan vaalipiiri';'KESK';'17.06.2015';'18.06.2015';'Savo on kotimme ry.';'44770,74';'18022,52';'2190,41';'5005,88';'831,26';'';'1248';'372';'';'6370,53';'5486,64';'5243,5';'45081';'11700';'';'11351';'X';'';'19030';'X';'';'';'X';'';'3000';' ';'';'';' ';'';'';'C. Vaalikampanjan kulut yhteensä: Vastikkeellisen tuen hankintakulut: kirjan osto 5486,64 eur, Muut kulut: posti 243,50 eur, ehdokasraha 2000 eur, bensa 3000 eur.'
'0069';'Björn';'Cederberg';'työterveyslääkäri, pastori';'Savo-Karjalan vaalipiiri';'KD';'14.06.2015';'';'';'7694,10';'3244,84';'372,00';'';'357,23';'';'937,00';'1719,53';'500,00';'410,60';'';'152,90';'7694,10';'2518,63';'';'1047,49';'X';'';'';'X';'';'1345,00';'X';'';'2782,98';' ';'';'';' ';'';'';''
'0052';'Tuula';'Väätäinen';'kansanedustaja, sairaanhoitaja';'Savo-Karjalan vaalipiiri';'SDP';'19.06.2015';'04.09.2015';'Edustajamme eduskunnassa.ry';'12951';'8351,56';'';'';'800';'';'400';'2898';'';'341';'';'160,44';'12951';'7250';'';'856';'X';'';'1000';'X';'';'';'X';'';'2400';' ';'';'1445';'X';'';'';''
'0098';'Eero';'Reijonen';'kansanedustaja';'Savo-Karjalan vaalipiiri';'KESK';'21.06.2015';'29.09.2015';'';'61886,07';'40564,86';'510,00';'7100,00';'0,00';'0,00';'1320,00';'5987,64';'2610,20';'3793,37';'0,00';'0,00';'61886,07';'27366,07';'0,00';'3200,00';' ';'';'31000,00';' ';'';'0,00';'X';'';'320,00';'X';'';'0,00';'X';'';'0,00';''
'0131';'Kaisa';'Korhonen';'VTM, yhteiskuntatieteen opettaja';'Savo-Karjalan vaalipiiri';'VAS';'07.06.2015';'';'Kaisa Korhosen tukiryhmä';'12373,77';'7508,62';'';'';'898,69';'';'';'2767,72';'';'498,74';'';'700';'12373,77';'5211,94';'';'2396';'X';'';'';' ';'';'2500';' ';'';'1765,83';' ';'';'500';'X';'';'';''
'0100';'Anu';'Vehviläinen';'kansanedustaja, FM';'Savo-Karjalan vaalipiiri';'KESK';'22.06.2015';'';'Maakuntien puolesta ry';'46830';'19540';'1380';'6820';'250';'';'1400';'2970';'1060';'3280';'1330';'8800';'47000';'800';'10000';'4200';' ';'Yksityishenkilöiltä saadusta tuesta 2340 euroa on saatu kampanjatuotemyynnillä (puunkantoteline),';'23000';'X';'';'';' ';'';'2000';' ';'Keskustan Joensuun kunnallisjärjestö maksoi 2000 euron ehdokasmaksuni suoraan Keskustan Pohjois-Karjalan piirille, jonka vuoksi ko summa ei näy tukiyhdistykseni tilinpidossa,';'7000';'X';'Muut tahot ovat etu- ja elinkeinoelämän järjestöjä, jotka ostivat vaalirahoitusseminaariini kukin 700 euron lipun,';'';''
'0086';'Hannakaisa';'Heikkinen';'terveystieteiden maisteri, maatalousyrittäjä';'Savo-Karjalan vaalipiiri';'KESK';'22.06.2015';'22.06.2015';'Savo-Karjalan Hyväksi ry';'58311,05';'12546,21';'1971';'7298,64';'3217,22';'5453,40';'5315,79';'10198,58';'992';'1580,62';'';'9737,59';'58311,05';'24000';'';'8790';' ';'';'18000';' ';'';'';' ';'';'1700';'X';'';'5821,05';'X';'';'1000';'Muut kulut ovat vaalilehden ja materiaalin postitusmaksut.'
'0070';'Sari';'Essayah';'ekonomi, KTM';'Savo-Karjalan vaalipiiri';'KD';'25.05.2015';'';'';'35626,61';'12975,28';'4763,00';'5009,60';'633,96';'217,00';'7225,73';'3949,03';'129,80';'713,31';'9,90';'';'35626,61';'28034,88';'';'2346,73';'X';'';'3200,00';'X';'';'1345,00';' ';'';'700,00';' ';'';'';' ';'';'';''
'0138';'Matti';'Semi';'rakennusmies';'Savo-Karjalan vaalipiiri';'VAS';'24.04.2015';'30.09.2015';'';'15000';'6000';'1500';'';'';'2000';'';'4000';'';'1500';'';'';'15000';'5000';'';'500';' ';'';'';' ';'';'2500';'X';'';'3000';'X';'';'4000';'X';'';'';''
'0090';'Elsi';'Katainen';'kansanedustaja, maatalousyrittäjä';'Savo-Karjalan vaalipiiri';'KESK';'22.06.2015';'';'Elsi Kataisen tukiryhmä';'48397';'19174,69';'650';'9471,12';'';'186,43';'3968';'5217,23';'2663';'1309,70';'2000';'3756,83';'48397';'18750';'20000';'2790';'X';'';'1500';'X';'';'500';'X';'';'3682';' ';'';'1175';'X';'';'';''
'0018';'Harri';'Auvinen';'tekniikan tohtori, teknologiapäällikkö';'Savo-Karjalan vaalipiiri';'VIHR';'22.06.2015';'';'';'13478,58';'8625,96';'620';'0';'50';'796,7';'300';'1203';'68,20';'1073,97';'0';'740,75';'13478,58';'12389,98';'0';'1088,6';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0099';'Markku';'Rossi';'kansanedustaja';'Savo-Karjalan vaalipiiri';'KESK';'21.06.2015';'22.06.2015';'Itä-Suomen Etu ry';'42166,17';'18235,39';'2845,80';'8076,12';'241,52';'502,00';'2569,90';'4934,91';'1302,00';'1232,96';'';'2225,57';'42283,90';'28000,00';'';'1395,00';'X';'';'10888,90';'X';'';'';' ';'';'2000,00';' ';'Keskustan Kuopion kunnallisjärjestö ry maksoi suoraan Keskustan Pohjois-Savon piirijärjestölle ehdokkaan vaaleihin osallistumismaksun 2,000,00 euroa,';'';' ';'';'';''
'0048';'Merja';'Mäkisalo-Ropponen';'kansanedustaja, terveystieteiden tohtori';'Savo-Karjalan vaalipiiri';'SDP';'11.06.2015';'';'Merja eduskuntaan';'31960';'14250';'0';'0';'597';'0';'450';'6366';'1865';'6347';'0';'2085';'31960';'27165';'0';'0';'X';'';'150';'X';'';'0';'X';'';'4000';' ';'';'645';'X';'';'';''
'0087';'Hannu';'Hoskonen';'metsätalousinsinööri';'Savo-Karjalan vaalipiiri';'KESK';'19.06.2015';'';'';'64198,40';'38728,43';'2734,20';'5439,88';'885,36';'';'768,80';'2214,64';'5165,09';'5628,00';'';'2634,00';'64198,40';'24506,40';'';'3462,00';'X';'';'26230,00';' ';'';'';' ';'';'10000,00';' ';'';'';' ';'';'';''
'0047';'Riitta';'Myller';'kansanedustaja, toimittaja';'Savo-Karjalan vaalipiiri';'SDP';'10.06.2015';'08.09.2015';'Sinun Äänesi Euroopassa ry';'32974';'11048';'124';'6997';'430';'';'3982';'4777';'223';'4104';'';'1289';'32974';'27425';'';'';' ';'';'';' ';'';'';' ';'';'4000';' ';'';'1275';'X';'';'274';''
'0013';'Pentti';'Oinonen';'kansanedustaja';'Savo-Karjalan vaalipiiri';'PS';'21.06.2015';'';'';'24010';'16700';'';'';'700';'';'';'2600';'';'2500';'';'1510';'24090';'20950';'';'500';' ';'';'1140';'X';'';'1500';'X';'';'';' ';'';'';' ';'';'';''
'0012';'Marjaana';'Mikkonen';'sosiaali- ja terveysalan opettaja, yrittäjä';'Savo-Karjalan vaalipiiri';'PS';'16.06.2015';'';'Marjaana Mikkonen eduskuntaan - tukiyhdistys';'28943,53';'13933,19';'3366,6';'5178,24';'';'250';'1829';'3032,2';'';'1354,3';'';'';'28943,53';'6255,19';'15188,34';'6000';' ';'';'';'X';'';'';'X';'';'1500';' ';'';'';'X';'';'';'' 
