'Ehdokasnumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0161';'Laila Margit                  ';'Koskela                      ';'sairaanhoitaja                                              ';'Pirkanmaan vaalipiiri           ';'PS  ';'Laila Koskelan tukiyhdistys';'4640,39';'3591,33';'';'';'39';'';'295,06';'405';'';'310';'';'';'4640,39';'4222,09';'';'118,30';'X';'';'';' ';'';'';' ';'';'300';'X';'';'';' ';'';'';''
'0163';'Heikki Pekka                  ';'Luoto                        ';'ohjelmistosuunnittelija                                     ';'Pirkanmaan vaalipiiri           ';'PS  ';'';'5795,25';'3936';'0';'0';'147,6';'0';'279,69';'1370,5';'0';'40';'0';'21,46';'5850,51';'3456,61';'0';'2143,9';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'250';'X';'';'0';''
'0089';'Pauli Antero                  ';'Kiuru                        ';'FM, MBA, kansanedustaja';'Pirkanmaan vaalipiiri           ';'KOK ';'';'82029,73';'35498,92';'8610,00';'6421,92';'3521,25';'';'10923,64';'3224,17';'7238,55';'3555,08';'2842,20';'194,00';'82029,73';'60508,34';'';'2606,00';'X';'';'6399,00';'X';'';'';'X';'';'12516,39';' ';'';'';'X';'';'';'2.1. Omat varat ovat palkinto- ja starttirahoja urheilu-uraltani vuodelta 1992 sekä niistä kertyneitä sijoitustuottoja.  Vuonna 1992 kilpailin muun muassa Havaijin ja Australian Ironman triathlon-kisoissa.       Lisäkommentteja: www.paulikiuru.fi/vaalirahoitus'
'0165';'Lea Kaarina                   ';'Mäkipää                      ';'merkonomi                                                   ';'Pirkanmaan vaalipiiri           ';'PS  ';'Pirkanmaan puolesta';'63799,53';'11216,75';'';'';'20,00';'22432,40';'2438,90';'16857,75';'1103,70';'2346,10';'';'7383,93';'63799,53';'35545,53';'';'1968,00';'X';'';'25710,00';'X';'';'';'X';'';'576,00';'X';'';'';'X';'';'';''
'0178';'Saara Elina                   ';'Karhu                        ';'kansanedustaja, tv-toimittaja                               ';'Pirkanmaan vaalipiiri           ';'SDP ';'Parempaa elämää Pirkanmaalla ry';'14842,68';'13784,73';'';'';'10,00';'';'';'1047,95';'';'';'';'';'14842,68';'9385,65';'0';'305,00';'X';'';'0';' ';'';'0';' ';'';'0';' ';'Selvennykseksi mainittakoon, että oman puolueyhdistykseni, Tampereen Työväenyhdistyksen, vaalituki oli nolla euroa';'5152,03';' ';'Tukiryhmäni Parempaa elämää Pirkanmaalla ry sai vaalia varten tukea lukuisilta eri tahoilta erikokoisia, pääasiassa pieniä summia, jotka tätä yhtä summaa lukuunottamatta jäävät alle 1500 euron, ';'0';''
'0190';'Pia-Liisa                     ';'Viitanen                     ';'kansanedustaja                                              ';'Pirkanmaan vaalipiiri           ';'SDP ';'Pirkanpi ry.';'36170';'13522';'0';'13998';'411';'0';'959';'2326';'1290';'302';'0';'3362';'36170';'22995';'0';'2260';'X';'';'0';' ';'';'0';' ';'';'3350';' ';'';'7565';' ';'Pirkanpi on kerännyt varoja koko vaalikauden erilaisilla myynneillä (teatterinäytökset, vihdat, Pia-nuket jne), Summa muodostuu 4 vuoden varainhankinnan tuloksena, Pirkanpin saamat summat ovat pieniä eivätkä ylitä 1500 euroa, Loppu summa sisältää useammalta eri yhdistykseltä tulleita tukia, joista yksikään ei ole yli 1500 euroa,';'0';''
'0094';'Arto Olavi                    ';'Satonen                      ';'kansanedustaja                          ';'Pirkanmaan vaalipiiri           ';'KOK ';'';'89677,81';'27201,61';'';'';'4575,60';'';'7137,20';'13620,10';'15616,70';'8401,35';'1298,33';'11826,92';'89677,81';'76078,49';'';'3843,54';'X';'';'6755,78';'X';'';'';' ';'';'2000';' ';'';'1000';'X';'';'';''
'0086';'Harri Matti                   ';'Jaskari                      ';'kansanedustaja, hallintotieteiden lisensiaatti              ';'Pirkanmaan vaalipiiri           ';'KOK ';'';'51770,50';'20862,18';'2790,01';'0';'2642,28';'0';'6965';'1918,64';'7201,48';'8104,80';'0';'1286,11';'51770,50';'1470,50';'0';'3000';'X';'';'44800';'X';'';'0';' ';'';'2500';' ';'Tampereen Harjun kokoomus ry, on maksanut Aamulehden lehti-ilmoituksia 2500 euron edestä,';'0';' ';'';'0';'Muut kulut sisältää postikulut 357,24 euroa, vaalirahoitusopas 49 euroa, puhelinkulut 161,32 euroa, matkakulut 268,55 euroa ja mainosjakelu 450 euroa.'
'0205';'Arto Väinö Uolevi             ';'Pirttilahti                  ';'kansanedustaja                                ';'Pirkanmaan vaalipiiri           ';'KESK';'';'66295';'11922';'3541';'';'332';'';'20611';'14651';'6027';'5586';'3625';'';'66295';'1163';'50000';'8932';' ';'';'6200';'X';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0172';'Pertti Olavi                  ';'Virtanen                     ';'kansanedustaja                                              ';'Pirkanmaan vaalipiiri           ';'PS  ';'';'2300';'1600';'200';'';'';'';'';'300';'200';'';'';'';'2300';'2300';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0099';'Maria Sofia Charlotta         ';'Vikman                       ';'yhteiskuntatieteiden maisteri, kansanedustajan avustaja     ';'Pirkanmaan vaalipiiri           ';'KOK ';'Eurooppalainen Tie ry.';'38024,16';'11491,39';'';'6003,28';'270,95';'2646,52';'5153,21';'4880,72';'6000';'1278,27';'';'299,82';'38024,16';'7418,33';'';'11598,82';' ';'';'';' ';'';'';' ';'';'19007,01';' ';'';'';' ';'';'';'Lisäksi vaaliesitteeni on ollut mukana puolueen nuorille äänestäjille suorittamassa postituksessa.'
'0118';'Oras                          ';'Tynkkynen                    ';'kansanedustaja, yhteiskuntatieteiden maisteri               ';'Pirkanmaan vaalipiiri           ';'VIHR';'';'19205,50';'7754,88';'0';'0';'544,74';'50';'1500,00';'2563,48';'2122,06';'186,50';'81,10';'4402,74';'19205,50';'15657,93';'';'3514,07';'X';'';'';'X';'';'';'X';'';'33,50';'X';'';'';'X';'';'';'Vihreät ilmoittavat kaikki vähintään 1000 euron arvoiset lahjoitukset, mistä kerrotaan kaikille tukijoille tukea pyydettäessä tai vastaanotettaessa. Olen saanut 1000 euron arvoisen kirjalahjoituksen Varpu Tavilta vaalikampanjassani myytäväksi, ja hän on antanut suostumuksensa nimensä julkistamiseen. Kirjojen myynnistä saatu tulo on vielä erikseen esitetty tukena yksityishenkilöiltä tai puolueyhdistyksiltä siltä osin, kun myyntihinta on ylittänyt nimellishinnan.                   Ennakkorahoitusilmoituksen tekemisen jälkeen arvio lehtimainonnasta on täsmentynyt. Ilmoitettu luku sisältää kaikki kampanjan aikana toteutetut mainokset toteuman mukaan. Budjetin alittuminen ei johtanut kampanjan ylijäämään, vaan vähensi omien varojen käyttöä kampanjaan vastaavalla summalla.                  Lisätietoa vaalikampani taloudesta kotisivultani www.orastynkkynen.fi.'
'0174';'Marko Tapio                   ';'Asell                        ';'kansanedustaja                                              ';'Pirkanmaan vaalipiiri           ';'SDP ';'';'40919';'21087,41';'3096,52';'';'2017,20';'1000';'2309';'5000,40';'615';'1493';'';'4300,47';'40919';'14200';'';'6240';'X';'';'9758,40';'X';'';'3300';' ';'';'5920,60';' ';'';'1500';'X';'';'500';''
'0093';'Kimmo Kalevi Immeri           ';'Sasi                         ';'kansanedustaja, varatuomari, diplomiekonomi       ';'Pirkanmaan vaalipiiri           ';'KOK ';'Kimmo Sasin tukiryhmä';'18742,81';'14346,92';'';'';'';'';'815';'1774,89';'1476';'330';'';'';'18742,81';'2892,81';'';'6200';' ';'';'8200';' ';'';'';' ';'';'';' ';'';'1450';'X';'';'';''
'0191';'Mikko Tapio                   ';'Alatalo                      ';'kansanedustaja, yrittäjä, taiteilija                                    ';'Pirkanmaan vaalipiiri           ';'KESK';'';'44625';'19068';'6096';'';'200';'';'10578';'2286';'';'5044';'';'1353';'44625';'7975';'35800';'850';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0069';'Leena Maria                   ';'Rauhala                      ';'kansanedustaja, sairaanhoidon opettaja                      ';'Pirkanmaan vaalipiiri           ';'KD  ';'';'24436,11';'10226,65';'7686';'1850';'710,94';'';'1893,48';'1285,39';'411,50';'372,15';'';'';'24436,11';'23986,11';'';'150';'X';'';'';'X';'';'';'X';'';'300';'X';'';'';'X';'';'';''
'0098';'Marja Johanna                 ';'Tiura                        ';'hallintotieteiden maisteri             ';'Pirkanmaan vaalipiiri           ';'KOK ';'';'79350,33';'31967,52';'';'9706,33';'';'';'10120,10';'5408,45';'15162,82';'6985,11';'';'';'79350,33';'23850,33';'30000';'14490';' ';'';'11010';'X';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0175';'Jukka Tapani                  ';'Gustafsson                   ';'kansanedustaja                                              ';'Pirkanmaan vaalipiiri           ';'SDP ';'Jukka Gustafssonin tukiryhmä';'25683,26';'19895,87';'';'';'';'';'1172,20';'2872,43';'';'725,78';'';'1016,98';'25684';'9808';'';'910';'X';'';'1000';'X';'Tuki yrityksiltä: Tradeka 1000€';'0';'X';'';'2500';' ';'';'11466';' ';'Ammattiliittojentuki yhteensä: 8050€                        Tukiryhmän järjestämän tukikonsertin tuotot yhteensä: 3185€,';'0';''
'0201';'Ari Veli                      ';'Lamminmäki                   ';'liikennöitsijä, maanviljelijä                               ';'Pirkanmaan vaalipiiri           ';'KESK';'';'30004,95';'16630,35';'615';'';'930';'';'4928,20';'2240';'1560';'2561';'';'540,40';'30004,95';'5684,95';'';'5140';'X';'';'16180';'X';'';'';' ';'';'3000';' ';'';'';' ';'';'';''
'0166';'Martti Kullervo               ';'Mölsä                        ';'rakennusmestari, yrittäjä                                   ';'Pirkanmaan vaalipiiri           ';'PS  ';'Martti Mölsän tukiyhdistys';'23854';'5882';'5141';'8158';'120';'';'96';'2244';'1713';'300';'';'200';'23854';'16354';'';'3450';'X';'';'4050';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0027';'Anna Liisa                    ';'Kontula                      ';'tutkija                                                     ';'Pirkanmaan vaalipiiri           ';'VAS ';'';'26114,14';'8335,86';'0';'0';'1149,03';'0';'12821';'3027,30';'0';'780,95';'0';'0';'26114,14';'15932,31';'0';'5931,83';'X';'';'0';'X';'';'0';'X';'';'1250';'X';'Tukea tuli Vasemmistonaisilta 1000e ja Mouhijärven vasemmistoliitolta 250e,';'3000';'X';'Luku sisältää useita pieniä summia ammattiliittojen jäsenjärjestöiltä,';'0';''
'0104';'Anna-Kaisa                    ';'Heinämäki                    ';'ylikonstaapeli, yhteiskuntatieteiden maisteri               ';'Pirkanmaan vaalipiiri           ';'VIHR';'';'11071,67';'5997,91';'';'';'';'';'1975,6';'1014,75';'1062,01';'96,80';'390,6';'534';'11071,67';'5424,59';'';'5417,08';' ';'';'';'X';'';'';'X';'';'230';'X';'';'';'X';'';'';'Yksityinen tuki Juha-Matti Huhdalta 1396,80 euroa             Vihreiden naisten vaalituki 230 euroa'
'0036';'Minna Maaria                  ';'Sirnö                        ';'kansanedustaja, filosofian maisteri                         ';'Pirkanmaan vaalipiiri           ';'VAS ';'';'21480,68';'10754,01';'';'';'774,90';'';'';'3626,55';'922,50';'1000,77';'';'4401,95';'21480,68';'14335,68';'';'1485';'X';'';'1000';'X';'';'';'X';'';'1600';'X';'';'3060';'X';'';'';''
'0070';'Marco Ilmari Alfred           ';'Roth                         ';'terveystieteiden maisteri, projektipäällikkö                ';'Pirkanmaan vaalipiiri           ';'KD  ';'';'16170';'7290';'610';'';'50';'';'';'1500';'500';'2620';'';'3600';'16170';'13810';'';'1860';'X';'';'500';'X';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0189';'Hanna Maria                   ';'Tainio                       ';'lääketieteen tohtori                                        ';'Pirkanmaan vaalipiiri           ';'SDP ';'Hanna Tainion tukiryhmä/Reilu Pirkanmaa ry';'39208';'14058';'0';'13159';'250';'1085';'3909';'3198';'1208';'';'';'2341';'39208';'19929';'0';'10960';' ';'';'0';' ';'';'0';' ';'';'3400';' ';'';'4919';'X';'Kyseinen raha kertyi tukiryhmän myymistä teatterilipuista';'0';''
'0165';'Astrid Gunilla Margareta      ';'Thors                        ';'vicehäradshövding, minister, varatuomari, ministeri         ';'Helsingin vaalipiiri            ';'RKP ';'';'49023';'24837';'0';'0';'3244';'5819';'200';'3832';'5609';'84';'592';'4806';'49023';'26873';'0';'2550';'X';'Beloppet innehåller bidrag av Niklas Herling om 1200, (uppges med hans samtycke) och innehåller också enskilda personers seminarieavgifter a 300,00';'3300';' ';'Bidragen består i övrigt av seminarieavgift a 300 euro, sammanlagt 1800';'11000';' ';'';'800';'X';'';'4500';' ';'';'0';''
'0077';'Lasse Pekka                   ';'Männistö                     ';'kauppatieteiden maisteri, markkinointi- ja viestintäpäällikkö';'Helsingin vaalipiiri            ';'KOK ';'';'46660,51';'29366,57';'';'';'1963,58';'3157,41';'3490,74';'5212,06';'139,50';'2556,25';'';'774,40';'46660,51';'';'';'9930,00';'X';'Yhteensä tukea on antanut 34 yksityishenkilöä ja tukisummat ovat olleet välillä 10-1150€,';'21055,00';' ';'Yhteensä tukea on antanut 19 yritystä ja tukisummat ovat olleet 200-6000€, Yllä mainittua yritystä lukuun ottamatta tukisummat ovat olleet alle 1500€,';'';'X';'';'8250,00';' ';'Yhteensä tukea on antanut 3 puolueyhdistystä ja tukisummat ovat olleet 1000-5000€, Helsingin Kokoomus ry:n tuki sisältää 750€ vastikkeellista tukea,';'7425,51';'X';'Muuta tukea on antanut yhteensä 9 muuta tahoa ja tukisummat ovat olleet 275-1490€,';'';'Lisäksi kampanjan osana vaaliesitteeni on postitettu puolueen yhteispostituksen yhteydessä nuorille helsinkiläisille äänestäjille.'
'0085';'Pertti Edvard                 ';'Salolainen                   ';'kansanedustaja, ministeri                                   ';'Helsingin vaalipiiri            ';'KOK ';'Tukiryhmä perttisalolainen.fi';'52883,14';'33157,37';'';'14403,79';'';'';'';'2303,79';'100';'1639,48';'';'1278,71';'52883,14';'10749,54';'';'22228';' ';'';'17335,60';' ';'';'70';'X';'';'2500';' ';'';'';' ';'';'';''
'0086';'Sari Johanna                  ';'Sarkomaa                     ';'kansanedustaja                   ';'Helsingin vaalipiiri            ';'KOK ';'';'25857,05';'8369,89';'';'';'';'';'13570,46';'2500,21';'';'796,37';'';'620,11';'34761,80';'';'';'5701,80';'X';'Tuet koostuvat suorista lahjoituksista (1-1200 €) ja kirpputorimyynnin tuotoista (1100,80 €)';'17485';' ';'Tuet koostuvat senimaarimaksuista ja suorista lahjoituksista (yht, 700 €), Lisäksi MRK Funnel Oy tarjosi blogipalvelun, johon sisältyi myös mainontaa (5840 €), Yllämainitut tahot ovat antaneet suostumuksensa alle 1500 € lahjoituksensa julkistamiseen,';'';' ';'';'2000';' ';'Helsingin Kokoomuksen Naiset ry (63,511) 500 €';'9575';'X';'Tuet koostuvat seminaarimaksuista, Lisäksi Suomen Röntgenhoitajaliitto ry, (y-tunnus 0202279-9) esitteli veloituksetta kotisivuilla ja Radiografia -lehdessä, arvo 450 €, Yllämainitut tahot ovat antaneet suostumuksensa alle 1500 € lahjoituksensa julkistamiseen, ';'';'Vaalikampanjan rahoitus koostui seuraavista: Seminaarimaksut (yrityksiltä ja muilta tahoilta saatua tukea) 20070 €, Suorat lahjoitukset yksityishenkilöiltä 4601 €, Kirpputorimyynti (lahjoitukset yksityishenkilöiltä) 1100,80 €, Suorat lahjoitukset yrityksiltä 700 €, Lahjoitukset puolueyhdistyksiltä 2000 €, rahoitus yhteensä 28471,80 €. Lisäksi: Tehy -lehdessä 5.4.2011 oli esitelty tehyläiset ehdokkaat veloituksetta, ja tehy -karkkeja sai pienen laatikollisen jaettavaksi vaalityöhön. Lisäksi tehyläinen ehdokas sai omakustanteisesta mainoksesta Tehy-lehdessä 60 % alennuksen. Rahoitus ja tuet yhteensä 34761,80 €. Vaalikampanjan kulut 25857,05 € erotus (28471,80 €-25857,05 €) = 2614,75 euroa jää tukiyhdistyksen tilille. Summa käytetään tulevien vaalien kampanjointikuluihin.'
'0096';'Lea Rakel                     ';'Hiltunen                     ';'kansanedustaja                                              ';'Helsingin vaalipiiri            ';'SDP ';'Hyvä Helsinki ry';'18546,51';'11194,64';'';'';'';'';'';'1581,78';'2547,56';'2248,83';'15,70';'958';'18546,51';'16028,06';'';'843,45';'X';'70 ,- + 100 ,- + 100 ,- yksityishenkilöiltä;270,90 Arpajaiset;302,55 Kirpputori';'1000';'X';'Yksi yritys,';'';' ';'';'500';'X';'Yksi yritys,';'175';'X';'';'';''
'0020';'Johanna                       ';'Sumuvuori                    ';'kansanedustaja, valtiotieteiden maisteri                    ';'Helsingin vaalipiiri            ';'VIHR';'';'30595,05';'8163,13';'250';'';'193,60';'491,30';'14707,60';'3727,92';'2345,00';'';'';'716,50';'30595,05';'26548,30';'';'2590,00';'X';'';'750,00';'X';'';'';' ';'';'706,75';'X';'';'';' ';'';'';''
'0223';'Terhi Päivikki                ';'Peltokorpi                   ';'kätilö (amk), sairaanhoitaja (amk)                          ';'Helsingin vaalipiiri            ';'KESK';'';'9499,25';'2183,45';'';'';'';'';'980';'1048,30';'300';'';'';'4987,50';'9499,25';'8099,25';'0';'200';'X';'';'900';'X';'';'0';'X';'';'300';'X';'';'0';'X';'';'0';''
'0065';'Sirpa Liisa                   ';'Puhakka                      ';'yhteiskuntatieteiden maisteri, puoluesihteeri               ';'Helsingin vaalipiiri            ';'VAS ';'';'33886';'24561';'0';'0';'0';'0';'250';'3792';'0';'3333';'0';'1950';'33886';'21754';'';'5862';'X';'';'100';'X';'';'';'X';'';'5500';'X';'';'670';'X';'';'0';''
'0140';'Mika Pekka                    ';'Raatikainen                  ';'rikoskomisario, oikeustieteen ylioppilas                    ';'Helsingin vaalipiiri            ';'PS  ';'';'4899,19';'4357,37';'';'';'';'';'541,82';'';'';'';'';'';'4899,19';'4899,19';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0111';'Erkki Sakari                  ';'Tuomioja                     ';'valtiotieteen tohtori, kansanedustaja                       ';'Helsingin vaalipiiri            ';'SDP ';'Erkki Tuomiojan tukiyhdistys';'27219';'18699';'';'';'2385';'';'';'1993';'2718';'524';'';'900';'27219';'25574';'';'1645';'X';'';'';' ';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0016';'Anni                          ';'Sinnemäki                    ';'puolueen puheenjohtaja, työministeri                        ';'Helsingin vaalipiiri            ';'VIHR';'';'45513,84';'14136,70';'3700,18';'';'';'';'16595,00';'2252,00';'2706,00';'325,39';'';'5798,57';'45513,84';'42563,83';'';'2537,86';'X';'Vihreät ovat sitoutuneet ilmoittamaan vähintään 1000 euron lahjoitukset,';'';'X';'';'';'X';'';'412,15';'X';'';'';'X';'';'';''
'0127';'Jussi Kristian                ';'Halla-aho                    ';'filosofian tohtori, kansanedustaja                     ';'Helsingin vaalipiiri            ';'PS  ';'Jussi Halla-ahon tukiyhdistys';'59272,86';'23063,77';'';'14394,44';'4391,27';'';'8419,35';'5799,82';'';'3035,96';'';'168,25';'61388,08';'';'';'61288,08';' ';'';'100';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0151';'Jörn Johan                    ';'Donner                       ';'författare, kirjailija                                      ';'Helsingin vaalipiiri            ';'RKP ';'Jörn Donners stödgrupp';'49912,45';'43805,80';'';'';'';'104,40';'2125,25';'';'3874,50';'';'';'2,50';'49912,45';'14862,45';'';'13000';' ';'';'';' ';'';'11000';' ';'';'9000';' ';'';'2050';'X';'ovriga givare, under 1500, 4 st';'';''
'0081';'Jaana Maarit                  ';'Pelkonen                     ';'valtiotieteiden maisteri, yrittäjä                          ';'Helsingin vaalipiiri            ';'KOK ';'';'19826,1';'8253,28';'';'';'922,5';'1000';'3829,52';'967,7';'1100';'3000';'';'753,1';'19826,1';'4866,68';'';'3504,34';'X';'';'7995';' ';'';'';' ';'';'2010,08';' ';'';'1450';'X';'';'';''
'0138';'Tom Erik                      ';'Packalén                     ';'komisario                                                   ';'Helsingin vaalipiiri            ';'PS  ';'Pro Stadi Ry';'19494,98';'6219,54';'3808,08';'1,86';'1250';'';'1200';'1781,10';'';'1700';'';'3534,40';'19494,98';'3499,73';'0,00';'7071,17';' ';'';'8674,08';' ';'';'0,00';'X';'';'250,00';'X';'';'0,00';' ';'';'';''
'0100';'Päivi Pauliina                ';'Lipponen                     ';'kansanedustaja, historianopettaja                           ';'Helsingin vaalipiiri            ';'SDP ';'';'44697,8';'13056,84';'';'3910,66';'';'';'5594,04';'10587,22';'4022,10';'525';'3460,21';'3541,73';'44697,79';'10959,24';'';'14850';' ';'';'6600';' ';'seminaarilippujen osto';'';' ';'';'250';'X';'';'12038,55';' ';'Metallityöväenliitto ja AKT ostivat seminaarilippuja, ';'';''
'0091';'Ben Berl                      ';'Zyskowicz                    ';'kansanedustaja, oikeustieteen kandidaatti                   ';'Helsingin vaalipiiri            ';'KOK ';'Ben Zyskowiczin tukiryhmä';'36326,52';'9283,29';'4860,23';'';'';'';'5761,32';'6722,19';'77,55';'250,44';'';'9371,50';'47370';'';'';'14345';' ';'';'27975';' ';'';'';'X';'';'2500';' ';'Ehdokasmaksun palautus 1000 euroa';'2550';'X';'';'';'Yrityksiltä saatu tuki koostuu lähes yksinomaan 25.11.2010 ja 13.4.2011 pidettyjen talousseminaarien osallistumismaksuista (27 eri yritystä).Kohdan 1. Muut kulut koostuu pääosin postiluukkujakelusta.'
'0146';'Toivo Juha                    ';'Väätäinen                    ';'opettaja, taidemaalari                                      ';'Helsingin vaalipiiri            ';'PS  ';'';'6284,24';'3857,22';'';'';'';'';'';'981';'';'1446,02';'';'';'6284,24';'6284,24';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0084';'Laura Kaarina                 ';'Räty                         ';'lääketieteen lisensiaatti, puoluevaltuuston puheenjohtaja   ';'Helsingin vaalipiiri            ';'KOK ';'Helsingin Akateeminen Kokoomus ry';'68666,97';'15672,94';'3245,91';'0';'277,85';'4419,86';'23111,86';'8748,47';'2773,65';'6428,88';'412,50';'3575,05';'69192,64';'1862,23';'0';'22334,11';'X';'';'32808,55';'X';'';'0';'X';'';'1500';' ';'';'10687,75';' ';'';'0';''
'0090';'Jan Pellervo                  ';'Vapaavuori                   ';'kansanedustaja';'Helsingin vaalipiiri            ';'KOK ';'Oikea Linja r.y.';'56506,18';'26519,10';'';'';'';'';'12386,10';'4850,88';'4083,60';'6872,10';'';'1794,40';'56506,18';'125,18';'';'6250';'X';'Yhteensä 10 tukijaa, joista suurin tuki 1400 € ja pienin 50 €';'37331';'X';'Yhteensä 45 tukijaa, joista suurin tuki 1495 € ja pienin tuki 500 €';'';' ';'';'1500';' ';'';'11300';' ';'Yhteensä 9 tukijaa, joista suurin tuki edellä mainittu 5000 €, toiseksi suurin tuki 1450 € ja pienin tuki 550 €';'';'Vaalikampanjan rahoitus jakaantuu omien varojen lisäksi seuraavasti: -yksityishenkilöt 10 kpl (50 €-1400 €), yritykset 45 kpl (500-1495 €), puolueyhdistykset 1 kpl (1500 €), muut tahot 9 kpl (550-5000 €). Kampanjarahoituksesta: -talousseminaarien ja golfkisojen myyntiprovisiot 37730 €, suora tuki 16390 €, saadut alennukset ja vastaavat 2261 €, Oikea Linja ry:ltä saatu 5000 euron tuki perustuu aiemmista vaalikampanjoista jääneisiin ylijäämiin ja niiden sijoittamisesta saatuihin tuottoihin.'
'0095';'Eero Olavi                    ';'Heinäluoma                   ';'kansanedustaja                                              ';'Helsingin vaalipiiri            ';'SDP ';'Itäkeskuksen sosialidemokratit, Eero Heinäluoman tukiryhmä';'46523';'10900';'';'';'500';'';'13607';'4132';'';'3435';'';'13949';'46523';'5106';'';'4645';'X';'';'1300';'X';'';'';'X';'';'572';'X';'';'34900';' ';'Hyvä Suomi ry:n tuesta 2330  euroa on yhdistyksen antamaa tukea ja 30670 euroa on yhdistyksen muilta tahoilta välittämää tukea,';'30670';''
'0106';'Nasima                        ';'Razmyar                      ';'projektipäällikkö                                           ';'Helsingin vaalipiiri            ';'SDP ';'';'15466,81';'3773,39';'';'';'1561,70';'';'5820';'2073';'';'2085,05';'';'153,67';'15632,30';'347,30';'0';'6594';'X';'';'2499';'X';'';'';'X';'';'1200';'X';'';'4992';'X';'';'0';''
'0018';'Osmo                          ';'Soininvaara                  ';'valtiotieteen lisensiaatti                                  ';'Helsingin vaalipiiri            ';'VIHR';'';'28949,87';'7322,37';'';'';'1497,57';'';'15179,53';'780';'';'';'1312';'2858,40';'28949,87';'14823,37';'';'14126,50';'X';'Vihreät ovat sitoutuneet ilmoittamaan vähintään 1000 euron lahjoitukset, En tiedä kotikuntia,';'';'X';'';'';' ';'';'';'X';'';'';'X';'';'';''
'0003';'Outi                          ';'Alanko-Kahiluoto             ';'kansanedustaja, tutkija                                     ';'Helsingin vaalipiiri            ';'VIHR';'';'54537';'8382';'';'';'1490';'11456';'22471';'3011';'2311';'';'';'5416';'57357';'13738';'34900';'4210';'X';'Lisäksi olen saanut 10-999 euron suuruisia lahjoituksia eri henkilöiltä yhteensä 1810 euroa (mainittu kohdassa 2,3a)';'';'X';'';'';'X';'';'1689';'X';'';'';'X';'';'';''
