,Ehdokasnumero,Etunimet,Sukunimi,Arvo/ammatti/tehtava,municipality,party,Ehdokkaan mahdollisen tukiryhman nimi,total_expenses,sl_newspapers_periodicals,sl_radio,sl_television,sl_information_networks,sl_other_media,sl_outdoor_advertising,sl_printed_material_procurement,sl_advertising_planning,sl_rallies,sl_fundraising,sl_other,total_raised,tf_self_funding,tf_loans,tf_private_individuals,"2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta (""x"")",2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti,tf_companies,"2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta (""x"")",2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti,tf_party,"2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta (""x"")",2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti,tf_party_associations,"2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta (""x"")",2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti,tf_others,"2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta (""x"")",2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti,2.8 Rahoitus sisaltaa valitettya tukea yhteensa,E. vapaaehtoinen erittely,LR_cand-id,Election type,Electoral district / county number,Municipality number,Area type,Voting area identifier,Abbreviation for an electoral district / a county in Finnish,Abbreviation for an electoral district / a county in Swedish,Permanent party identifier,Standard party number,List order number,Electoral alliance number,Abbreviated name of a political party/group in Finnish,Abbreviated name of a political party/group in Swedish,Abbreviated name of a political party/group in English,Candidate number,Name of a municipality/electoral district/voting area in Finnish,Name of a municipality/electoral district/voting area in Swedish,A person’s first name,A person’s last name,Gender,age,Profession,Code for place of residence,The name of a place of residence in Finnish,The name of a place of residence in Swedish,Candidate’s language,Member of the European Parliament,Member of Parliament,Municipal councillor,County councillor,Abbreviated name of the first comparison election,Number of votes in the first comparison election,Number of votes cast in advance,Number of votes cast on election day,Total number of votes,Percentage (%) of votes cast in advance,Percentage (%) of votes on election day,vote_prct,Elected information,Comparative index,Position,Final position,Calculation status,Calculation phase,Latest update,year,Saapumispaiva,Muokkauspaiva,LR_incumbency,own_fund_prct,full_name,total_raised_per_1k,num_candidates_in_municipality,normalized_vote_prct,incumbency_County,incumbency_European Parliament,incumbency_Municipal,incumbency_None,incumbency_Parliament
779,16,Touko,Aalto,"yhteiskuntatieteiden kandidaatti, kansanedustaja",Keski-Suomen vaalipiiri,VIHR,,13284.72,5975.0,0.0,0.0,2591.12,0.0,2988.6,1000.0,80.0,200.0,100.0,350.0,13284.72,5000.0,0.0,4084.72,X,,0.0,X,,0.0,X,,0.0,X,,4200.0,X,,0,"Palvelualojen ammattiliitto PAM, 1000 euroa. Ammattiliitto Pro, 500 euroa. Rautatiealan Unioni RAU ry, 500 euroa. Hyvinvointiala HALI ry, 500 euroa. Elinkeinoelämän keskusliitto, 800 euroa. Finanssiala ry, 900 euroa. Loput lahjoituksista ovat yksityishenkilöiden tekemiä lahjoituksia pienlahjoituslinkin kautta.",16-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,13,5,2,2,VIHR  ,GRÖNA ,GREEN ,16,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Touko                                             ,Aalto                                             ,1,35,"yhteiskuntatieteiden kandidaatti, kansanedustaja                                                                                                                                                        ",179,Jyväskylä                               ,Jyväskylä                               ,FI, ,1,1, ,EKV-2015  ,0004326,1565,1510,3075,19,21,2.0,2,8819500,14,14,V,T,20190417144526,2019,16.6.2019,,European Parliament,0.3763722532352959,Touko Aalto,13.28472,153,0.6219512195121951,False,True,False,False,False
780,17,Bella,Forsgrén,opiskelija,Keski-Suomen vaalipiiri,VIHR,Bella Forsgrénnin tukiyhdistys ,12287.85,3990.0,,,2449.73,,3853.14,1436.98,,34.0,,524.0,12287.85,1924.37,,4267.0,X,,1998.0,X,,2129.48,,,1240.0,,"Äänekosken vihreät lahjoitus 1000e, Keski-Suomen vihreät ry maksoi fb,mainoksen, joka oli 200e ja Jyvioni maksoi fb mainoksen joka oli 40e, ",729.0,X,"Kangaskassien myynti 670e, Korvisten myynti 25e ja Ruuan myynti 34e. ",,,17-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,13,5,2,2,VIHR  ,GRÖNA ,GREEN ,17,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Bella                                             ,Forsgrén                                          ,2,27,opiskelija                                                                                                                                                                                              ,179,Jyväskylä                               ,Jyväskylä                               ,FI, , ,1, ,EKV-2015  ,0000000,2493,1861,4354,31,26,2.8,1,17639000,5,5,V,T,20190417144526,2019,16.6.2019,,Municipal,0.15660754322359077,Bella Forsgrén,12.28785,153,0.8707317073170732,False,False,True,False,False
781,36,Petri,Honkonen,"kansanedustaja, filosofian maisteri",Keski-Suomen vaalipiiri,KESK,Pylköltä parlamenttiin ry.,47884.46,20619.28,3194.4,5120.67,760.25,1310.01,7685.3,2982.7,270.0,2614.25,,3327.6,48841.53,21980.53,,16161.0,,,7600.0,X,,,X,,1000.0,X,,2100.0,X,,,"Vaaliarpajaisten tuotto 10366,00€",36-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,2,1,5,5,KESK  ,CENT  ,CENT  ,36,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Petri                                             ,Honkonen                                          ,1,31,"kansanedustaja, filosofian maisteri                                                                                                                                                                     ",729,Saarijärvi                              ,Saarijärvi                              ,FI, ,1,1, ,EKV-2015  ,0002978,2680,1959,4639,33,27,3.0,1,15298500,6,6,V,T,20190417144526,2019,16.6.2019,17.9.2019,European Parliament,0.4500377035690733,Petri Honkonen,48.84153,153,0.9329268292682927,False,True,False,False,False
782,39,Anne,Kalmari,"kansanedustaja, maatalousyrittäjä",Keski-Suomen vaalipiiri,KESK,Kalmar Union ry,34627.11,27017.13,347.2,3193.0,,310.0,2814.18,545.6,400.0,,,,34627.11,19777.11,,3195.0,X,,9255.0,X,,,X,,,X,,2400.0,X,,,,39-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,2,1,5,5,KESK  ,CENT  ,CENT  ,39,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Anne                                              ,Kalmari                                           ,2,50,"kansanedustaja, maatalousyrittäjä                                                                                                                                                                       ",265,Kivijärvi                               ,Kivijärvi                               ,FI, ,1,1, ,EKV-2015  ,0010216,4817,3375,8192,59,46,5.3,1,30597000,1,1,V,T,20190417144526,2019,5.6.2019,,European Parliament,0.5711452673930917,Anne Kalmari,34.62711,153,1.648170731707317,False,True,False,False,False
783,43,Joonas,Könttä,"yhteiskuntatieteiden maisteri, diplomaatti",Keski-Suomen vaalipiiri,KESK,Tulevaisuuden puolesta ry ,26171.0,4580.0,0.0,3541.0,2639.0,0.0,7226.0,6670.0,0.0,693.0,680.0,142.0,26462.0,640.0,12000.0,5215.0,X,,5370.0,X,,0.0,X,,2587.0,X,,650.0,X,,0,,43-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,2,1,5,5,KESK  ,CENT  ,CENT  ,43,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Joonas                                            ,Könttä                                            ,1,29,"yhteiskuntatieteiden maisteri, diplomaatti                                                                                                                                                              ",179,Jyväskylä                               ,Jyväskylä                               ,FI, , ,1, ,EKV-2015  ,0002185,1511,1792,3303,18,25,2.1,1,10199000,10,10,V,T,20190417144526,2019,24.5.2019,,Municipal,0.02418562466933716,Joonas Könttä,26.462,153,0.6530487804878049,False,False,True,False,False
784,46,Eino,Nissinen,yhteiskuntatieteiden maisteri,Keski-Suomen vaalipiiri,KESK,Eino Nissisen tukiryhmä ry,27632.42,5468.15,347.2,4157.4,2095.41,,840.0,3398.78,600.0,1219.24,5881.04,3625.2,29690.81,1311.81,9800.0,12940.0,X,Yksityishenkilöiden tukisuoritukset koostuvat pääasiassa vastikkeellisesta tuesta eli cd-levyjen myyntituloista ja tapahtumatuloista.,5639.0,X,,,,,,,,,,,,,46-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,2,1,5,5,KESK  ,CENT  ,CENT  ,46,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Eino                                              ,Nissinen                                          ,1,39,yhteiskuntatieteiden maisteri                                                                                                                                                                           ,312,Kyyjärvi                                ,Kyyjärvi                                ,FI, , , , ,EKV-2015  ,0000000,1328,1313,2641,16,18,1.7,2,7649250,16,16,V,T,20190417144526,2019,17.6.2019,,None,0.04418235811013576,Eino Nissinen,29.690810000000003,153,0.5286585365853658,False,False,False,True,False
785,116,Sinuhe,Wallinheimo,"kansanedustaja, LitM",Keski-Suomen vaalipiiri,KOK,Sinuhe Wallinheimon tukiryhmä,35884.01,15856.21,,3417.78,3507.12,3947.6,2232.0,1451.67,1500.0,915.79,,3055.84,35884.01,1494.61,,13043.4,X,,17897.0,X,,,X,,349.0,X,,3100.0,X,,,,116-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,4,3,14,14,KOK   ,SAML  ,NCP   ,116,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Sinuhe                                            ,Wallinheimo                                       ,1,47,"kansanedustaja, LitM                                                                                                                                                                                    ",179,Jyväskylä                               ,Jyväskylä                               ,FI, ,1,1, ,EKV-2015  ,0005483,3412,3283,6695,42,45,4.3,1,19707000,4,4,V,T,20190417144526,2019,13.6.2019,,European Parliament,0.04165114211037172,Sinuhe Wallinheimo,35.88401,153,1.3371951219512195,False,True,False,False,False
786,119,Ville,Väyrynen,kirurgi,Keski-Suomen vaalipiiri,KOK,On aika lopettaa leikkaukset ry,18116.0,8037.0,,2615.0,,,3423.0,3083.0,458.0,,,500.0,18116.0,3568.0,,7699.0,,,6500.0,,,349.0,X,,,X,,,X,,,,119-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,4,3,14,14,KOK   ,SAML  ,NCP   ,119,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Ville                                             ,Väyrynen                                          ,1,43,kirurgi                                                                                                                                                                                                 ,500,Muurame                                 ,Muurame                                 ,FI, , ,1, ,EKV-2015  ,0000000,950,1030,1980,12,14,1.3,2,9853500,11,11,V,T,20190417144526,2019,16.6.2019,,Municipal,0.1969529697504968,Ville Väyrynen,18.116,153,0.40426829268292686,False,False,True,False,False
787,124,Tuomas,Kurttila,,Keski-Suomen vaalipiiri,SDP,Tuomas Kurttilan tukiryhmä,35588.52,8722.42,4848.77,0.0,3179.71,2480.0,0.0,10430.38,0.0,400.0,0.0,5527.24,35704.97,1079.97,0.0,125.0,X,,0.0,,,0.0,,,30100.0,,,4400.0,,,0,,124-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,1,4,15,15,SDP   ,SDP   ,SDP   ,124,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Tuomas                                            ,Kurttila                                          ,1,40,lapsiasiavaltuutettu                                                                                                                                                                                    ,179,Jyväskylä                               ,Jyväskylä                               ,FI, , , , ,EKV-2015  ,0000000,1814,1098,2912,22,15,1.9,2,9733667,12,12,V,T,20190417144526,2019,16.6.2019,,None,0.03024704964042821,Tuomas Kurttila,35.70497,153,0.5908536585365853,False,False,False,True,False
788,126,Riitta,Mäkinen,"YTM, kansanedustaja",Keski-Suomen vaalipiiri,SDP,,32900.0,11634.0,0.0,0.0,1939.0,2005.0,10720.0,4789.0,893.0,780.0,0.0,140.0,32900.0,10000.0,0.0,1200.0,X,,0.0,X,,0.0,X,,21000.0,,,700.0,X,,0,,126-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,1,4,15,15,SDP   ,SDP   ,SDP   ,126,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Riitta                                            ,Mäkinen                                           ,2,39,"YTM, kansanedustaja                                                                                                                                                                                     ",179,Jyväskylä                               ,Jyväskylä                               ,FI, ,1,1, ,EKV-2015  ,0003032,5040,3876,8916,62,53,5.8,1,29201000,2,2,V,T,20190417144526,2019,14.6.2019,,European Parliament,0.303951367781155,Riitta Mäkinen,32.9,153,1.803658536585366,False,True,False,False,False
789,128,Piritta,Rantanen,sairaanhoitaja,Keski-Suomen vaalipiiri,SDP,,28512.79,4731.53,1980.11,4332.7,1390.38,,3224.8,9358.32,180.0,3314.95,,,28512.79,5093.79,0.0,820.0,X,,1499.0,X,,,X,,18000.0,,,3100.0,,tuki paperiliiton kaipolan osasto sos.dem jaostolta,,,128-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,1,4,15,15,SDP   ,SDP   ,SDP   ,128,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Piritta                                           ,Rantanen                                          ,2,39,sairaanhoitaja                                                                                                                                                                                          ,182,Jämsä                                   ,Jämsä                                   ,FI, , ,1, ,EKV-2015  ,0002358,1856,1453,3309,23,20,2.1,1,14600500,7,7,V,T,20190417144526,2019,13.6.2019,,Municipal,0.1786493008926871,Piritta Rantanen,28.512790000000003,153,0.6530487804878049,False,False,True,False,False
790,136,Teuvo,Hakkarainen,"kansanedustaja, sahuri",Keski-Suomen vaalipiiri,PS,,19092.0,5854.0,1244.0,3994.0,,,1072.0,,2628.0,,,4300.0,20000.0,,20000.0,,,,,,,,,,,,,,,,,"Muut kulut, oma arvio: oman auton käyttö 10 000 km x 43 senttiä, yht. 4300.",136-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,23,2,16,16,PS    ,SAF   ,FINNS ,136,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Teuvo                                             ,Hakkarainen                                       ,1,59,"kansanedustaja, sahuri                                                                                                                                                                                  ",931,Viitasaari                              ,Viitasaari                              ,FI, ,1,1, ,EKV-2015  ,0005557,3697,4339,8036,45,60,5.2,1,27851000,3,3,V,T,20190417144526,2019,17.6.2019,,European Parliament,,Teuvo Hakkarainen,20.0,153,1.6170731707317074,False,True,False,False,False
791,139,Toimi,Kankaanniemi,kansanedustaja,Keski-Suomen vaalipiiri,PS,,8101.63,4320.4,,,3607.63,,,173.6,,,,,8101.63,5101.63,,,X,,3000.0,,,,X,,,X,,,X,,,,139-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,23,2,16,16,PS    ,SAF   ,FINNS ,139,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Toimi                                             ,Kankaanniemi                                      ,1,69,kansanedustaja                                                                                                                                                                                          ,179,Jyväskylä                               ,Jyväskylä                               ,FI, ,1, , ,EKV-2015  ,0006511,1248,1243,2491,15,17,1.6,2,9283667,13,13,V,T,20190417144526,2019,17.6.2019,30.9.2019,European Parliament,0.6297041459558138,Toimi Kankaanniemi,8.10163,153,0.4975609756097561,False,True,False,False,False
792,141,Jouni,Kotiaho,kuljetusyrittäjä,Keski-Suomen vaalipiiri,PS,,26924.53,10141.07,1616.0,14611.94,0.0,0.0,0.0,555.52,0.0,0.0,0.0,0.0,26924.53,26924.53,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,141-Keski-Suomen vaalipiiri-V-2019,E   ,11,***,V,****,KES,MEL,23,2,16,16,PS    ,SAF   ,FINNS ,141,Keski-Suomen vaalipiiri                 ,Mellersta Finlands valkrets             ,Jouni                                             ,Kotiaho                                           ,1,61,kuljetusyrittäjä                                                                                                                                                                                        ,182,Jämsä                                   ,Jämsä                                   ,FI, , ,1, ,EKV-2015  ,0000000,1140,1741,2881,14,24,1.9,1,13925500,8,8,V,T,20190417144526,2019,11.6.2019,,Municipal,1.0,Jouni Kotiaho,26.924529999999997,153,0.5908536585365853,False,False,True,False,False
793,7,Tiina,Heikkinen,koulunkäyntiavustaja,Oulun vaalipiiri,SDP,Tiina Heikkisen vaalitukiryhmä,2612.45,384.0,0.0,0.0,550.5,0.0,0.0,469.5,251.45,160.0,0.0,797.0,2612.45,204.45,0.0,358.0,X,,0.0,X,,300.0,X,,250.0,X,,1500.0,X,,0,,7-Oulun vaalipiiri-V-2019,E   ,12,***,V,****,OUL,ULE,1,4,2,2,SDP   ,SDP   ,SDP   ,7,Oulun vaalipiiri                        ,Uleåborgs valkrets                      ,Tiina                                             ,Heikkinen                                         ,2,35,koulunkäyntiavustaja                                                                                                                                                                                    ,205,Kajaani                                 ,Kajana                                  ,FI, , ,1, ,EKV-2015  ,0000000,858,952,1810,6,8,0.7,2,8862667,24,24,V,T,20190418154428,2019,1.6.2019,,Municipal,0.07825987100231584,Tiina Heikkinen,2.61245,184,0.26178861788617885,False,False,True,False,False
794,15,Raimo,Piirainen,"veturinkuljettaja, eläkeläinen",Oulun vaalipiiri,SDP,Kehittyvä Kainuu ry,19973.0,7391.0,,,5946.0,,,2157.0,1982.0,1797.0,,700.0,19973.0,5398.0,,1775.0,X,,2400.0,X,,400.0,X,,400.0,X,,9600.0,,,,,15-Oulun vaalipiiri-V-2019,E   ,12,***,V,****,OUL,ULE,1,4,2,2,SDP   ,SDP   ,SDP   ,15,Oulun vaalipiiri                        ,Uleåborgs valkrets                      ,Raimo                                             ,Piirainen                                         ,1,66,"veturinkuljettaja, eläkeläinen                                                                                                                                                                          ",205,Kajaani                                 ,Kajana                                  ,FI, , ,1, ,EKV-2015  ,0003224,1827,964,2791,13,8,1.1,1,13294000,15,15,V,T,20190418154428,2019,9.6.2019,13.9.2019,Municipal,0.2702648575577029,Raimo Piirainen,19.973,184,0.4113821138211382,False,False,True,False,False
